Serial Number:,PSY1E10T
APP Serial #:,030003E2
Head Serial #:,1884
App Ver:,R1-6-2
COM Ver:,R2-5-0
Instrument Name:,PSY1E10T_1884 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,0,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
20/07/2021,10:40:00,14.71,-1.92,0.00,0.00,0.17,-3.49,-0.27,-0.27,4.19,35.20 ,present ,12.72 ,139.50 ,
20/07/2021,10:50:00,14.78,-2.00,0.00,0.00,0.17,-3.49,-0.27,-0.28,4.19,35.59 ,present ,12.73 ,140.70 ,
20/07/2021,11:00:00,14.88,-1.71,0.00,0.00,0.17,-3.49,-0.14,-0.24,4.19,35.80 ,present ,12.72 ,139.80 ,
20/07/2021,11:10:00,15.02,-1.47,0.00,0.00,0.17,-3.49,-0.05,-0.20,4.19,36.50 ,present ,12.72 ,140.10 ,
20/07/2021,11:20:00,15.39,-2.20,0.00,0.00,0.17,-3.49,-0.01,-0.30,4.19,36.80 ,present ,12.73 ,140.39 ,
20/07/2021,11:30:00,15.90,-3.79,0.00,0.00,0.17,-3.49,-0.48,-0.53,4.19,37.50 ,present ,12.73 ,140.70 ,
20/07/2021,11:40:01,16.60,-6.63,0.00,0.00,0.17,-3.49,-0.48,-0.92,4.19,38.00 ,present ,12.73 ,140.39 ,
20/07/2021,11:50:01,17.40,-6.62,0.00,0.00,0.17,-3.49,-0.52,-0.92,4.19,38.30 ,present ,12.73 ,140.39 ,
20/07/2021,12:00:00,18.19,-4.44,0.00,0.00,0.17,-3.49,-0.31,-0.61,4.19,38.59 ,present ,12.73 ,141.00 ,
20/07/2021,12:10:01,18.83,-2.92,0.00,0.00,0.17,-3.49,0.08,-0.40,4.19,39.30 ,present ,12.72 ,140.10 ,
20/07/2021,12:20:01,19.15,-2.79,0.00,0.00,0.17,-3.49,-0.05,-0.38,4.19,39.90 ,present ,12.72 ,140.10 ,
20/07/2021,12:30:01,19.47,-2.67,0.00,0.00,0.17,-3.49,0.10,-0.36,4.19,40.30 ,present ,12.70 ,141.30 ,
20/07/2021,12:40:01,19.63,-3.61,0.00,0.00,0.17,-3.49,-0.10,-0.49,4.19,40.40 ,present ,12.73 ,140.70 ,
20/07/2021,12:50:01,19.76,-3.47,0.00,0.00,0.17,-3.49,-0.12,-0.47,4.19,40.40 ,present ,12.73 ,140.39 ,
20/07/2021,13:00:00,19.88,-3.23,0.00,0.00,0.17,-3.49,0.05,-0.44,4.19,40.40 ,present ,12.73 ,141.00 ,
20/07/2021,13:10:01,19.91,-2.55,0.00,0.00,0.17,-3.49,0.02,-0.35,4.19,40.59 ,present ,12.73 ,141.00 ,
20/07/2021,13:20:01,19.83,-1.72,0.00,0.00,0.17,-3.49,0.08,-0.23,4.19,40.80 ,present ,12.74 ,141.60 ,
20/07/2021,13:30:01,19.79,-1.87,0.00,0.00,0.17,-3.49,0.05,-0.25,4.19,41.30 ,present ,12.73 ,141.00 ,
20/07/2021,13:40:01,19.79,-3.03,0.00,0.00,0.17,-3.49,0.00,-0.41,4.19,41.70 ,present ,12.73 ,141.30 ,
20/07/2021,13:50:00,19.92,-5.19,0.00,0.00,0.17,-3.49,-0.29,-0.71,4.19,42.20 ,present ,12.73 ,140.39 ,
20/07/2021,14:00:01,20.07,-6.06,0.00,0.00,0.17,-3.49,-0.25,-0.83,4.19,42.80 ,present ,12.70 ,141.89 ,
20/07/2021,14:10:01,20.17,-6.04,0.00,0.00,0.17,-3.49,-0.52,-0.82,4.19,43.80 ,present ,12.73 ,141.30 ,
20/07/2021,14:20:01,20.22,-5.71,0.00,0.00,0.17,-3.49,-0.50,-0.78,4.19,44.90 ,present ,12.73 ,140.70 ,
20/07/2021,14:30:00,20.36,-5.16,0.00,0.00,0.17,-3.49,-0.29,-0.70,4.19,45.70 ,present ,12.70 ,141.89 ,
20/07/2021,14:40:00,20.63,-4.44,0.00,0.00,0.17,-3.49,-0.35,-0.60,4.19,45.80 ,present ,12.73 ,141.30 ,
20/07/2021,14:50:00,20.83,-4.82,0.00,0.00,0.17,-3.49,-0.23,-0.66,4.19,45.40 ,present ,12.73 ,141.00 ,
20/07/2021,15:00:01,21.08,-5.21,0.00,0.00,0.17,-3.49,-0.27,-0.71,4.19,45.20 ,present ,12.71 ,142.50 ,
20/07/2021,15:10:00,21.41,-5.53,0.00,0.00,0.17,-3.49,-0.37,-0.75,4.19,45.40 ,present ,12.74 ,141.60 ,
20/07/2021,15:20:01,21.70,-5.99,0.00,0.00,0.17,-3.49,-0.53,-0.81,4.19,45.90 ,present ,12.70 ,141.30 ,
20/07/2021,15:30:00,21.98,-6.11,0.00,0.00,0.17,-3.49,-0.63,-0.83,4.19,46.40 ,present ,12.70 ,141.60 ,
20/07/2021,15:40:00,22.17,-5.18,0.00,0.00,0.17,-3.49,-0.38,-0.70,4.19,47.40 ,present ,12.73 ,141.30 ,
20/07/2021,15:50:00,22.32,-5.28,0.00,0.00,0.17,-3.49,-0.30,-0.71,4.19,47.40 ,present ,12.74 ,141.60 ,
20/07/2021,16:00:00,22.46,-5.49,0.00,0.00,0.17,-3.49,-0.23,-0.74,4.19,46.50 ,present ,12.74 ,142.50 ,
20/07/2021,16:10:00,22.53,-4.98,0.00,0.00,0.17,-3.49,-0.14,-0.67,4.19,45.40 ,present ,12.74 ,141.89 ,
20/07/2021,16:20:00,22.42,-4.74,0.00,0.00,0.17,-3.49,0.02,-0.64,4.19,44.40 ,present ,12.74 ,141.60 ,
20/07/2021,16:30:00,22.30,-4.34,0.00,0.00,0.17,-3.49,0.13,-0.59,4.19,43.50 ,present ,12.73 ,140.70 ,
20/07/2021,16:40:00,22.11,-4.81,0.00,0.00,0.17,-3.49,0.00,-0.65,4.19,43.00 ,present ,12.70 ,141.89 ,
20/07/2021,16:50:01,21.87,-5.25,0.00,0.00,0.17,-3.49,-0.24,-0.71,4.19,42.50 ,present ,12.73 ,141.30 ,
20/07/2021,17:00:00,21.69,-5.11,0.00,0.00,0.17,-3.49,-0.23,-0.69,4.19,42.20 ,present ,12.73 ,141.00 ,
20/07/2021,17:10:00,21.56,-4.19,0.00,0.00,0.17,-3.49,-0.23,-0.57,4.19,41.90 ,present ,12.73 ,140.70 ,
20/07/2021,17:20:00,21.45,-4.41,0.00,0.00,0.17,-3.49,-0.26,-0.60,4.19,41.60 ,present ,12.73 ,141.30 ,
20/07/2021,17:30:00,21.40,-5.03,0.00,0.00,0.17,-3.49,-0.16,-0.68,4.19,41.50 ,present ,12.73 ,141.30 ,
20/07/2021,17:40:00,21.27,-5.52,0.00,0.00,0.17,-3.49,-0.24,-0.75,4.19,41.40 ,present ,12.73 ,140.70 ,
20/07/2021,17:50:00,21.17,-5.51,0.00,0.00,0.17,-3.49,-0.36,-0.75,4.19,41.20 ,present ,12.74 ,141.60 ,
20/07/2021,18:00:00,21.12,-6.16,0.00,0.00,0.17,-3.49,-0.22,-0.84,4.19,40.80 ,present ,12.73 ,141.00 ,
20/07/2021,18:10:01,21.05,-5.56,0.00,0.00,0.17,-3.49,-0.41,-0.76,4.19,40.80 ,present ,12.73 ,140.39 ,
20/07/2021,18:20:01,20.96,-4.67,0.00,0.00,0.17,-3.49,-0.47,-0.63,4.19,40.80 ,present ,12.70 ,142.20 ,
20/07/2021,18:30:01,20.87,-4.86,0.00,0.00,0.17,-3.49,-0.39,-0.66,4.19,40.50 ,present ,12.73 ,140.70 ,
20/07/2021,18:40:01,20.76,-6.26,0.00,0.00,0.17,-3.49,-0.34,-0.85,4.19,40.09 ,present ,12.73 ,141.00 ,
20/07/2021,18:50:01,20.67,-3.73,0.00,0.00,0.17,-3.49,-0.51,-0.51,4.19,40.09 ,present ,12.73 ,140.70 ,
20/07/2021,19:00:01,20.52,-4.77,0.00,0.00,0.17,-3.49,-0.30,-0.65,4.19,39.90 ,present ,12.74 ,141.60 ,
20/07/2021,19:10:01,20.39,-4.60,0.00,0.00,0.17,-3.49,-0.56,-0.63,4.19,39.80 ,present ,12.73 ,141.00 ,
20/07/2021,19:20:01,20.25,-5.09,0.00,0.00,0.17,-3.49,-0.42,-0.69,4.19,39.70 ,present ,12.73 ,140.39 ,
20/07/2021,19:30:01,20.11,-4.25,0.00,0.00,0.17,-3.49,-0.41,-0.58,4.19,39.59 ,present ,12.73 ,141.30 ,
20/07/2021,19:40:01,20.01,-5.96,0.00,0.00,0.17,-3.49,-0.37,-0.81,4.19,39.30 ,present ,12.73 ,141.30 ,
20/07/2021,19:50:00,19.90,-5.37,0.00,0.00,0.17,-3.49,-0.32,-0.73,4.19,39.40 ,present ,12.73 ,140.70 ,
20/07/2021,20:00:00,19.78,-5.28,0.00,0.00,0.17,-3.49,-0.35,-0.72,4.19,39.20 ,present ,12.69 ,141.00 ,
20/07/2021,20:10:01,19.64,-5.98,0.00,0.00,0.17,-3.49,-0.37,-0.82,4.19,39.09 ,present ,12.69 ,141.00 ,
20/07/2021,20:20:00,19.47,-6.56,0.00,0.00,0.17,-3.49,-0.49,-0.90,4.19,39.09 ,present ,12.73 ,140.70 ,
20/07/2021,20:30:00,19.27,-6.44,0.00,0.00,0.17,-3.49,-0.59,-0.88,4.19,38.50 ,present ,12.73 ,140.39 ,
20/07/2021,20:40:00,19.01,-6.20,0.00,0.00,0.17,-3.49,-0.49,-0.85,4.19,38.40 ,present ,12.73 ,140.39 ,
20/07/2021,20:50:00,18.82,-6.18,0.00,0.00,0.17,-3.49,-0.53,-0.85,4.19,38.20 ,present ,12.72 ,140.10 ,
20/07/2021,21:00:00,18.65,-6.26,0.00,0.00,0.17,-3.49,-0.40,-0.86,4.19,38.20 ,present ,12.73 ,140.39 ,
20/07/2021,21:10:00,18.48,-5.93,0.00,0.00,0.17,-3.49,-0.54,-0.82,4.19,37.90 ,present ,12.73 ,141.00 ,
20/07/2021,21:20:00,18.26,-5.71,0.00,0.00,0.17,-3.49,-0.45,-0.79,4.19,37.40 ,present ,12.73 ,140.70 ,
20/07/2021,21:30:00,18.05,-5.62,0.00,0.00,0.17,-3.49,-0.50,-0.77,4.19,37.30 ,present ,12.70 ,141.30 ,
20/07/2021,21:40:00,17.84,-5.75,0.00,0.00,0.17,-3.49,-0.58,-0.79,4.19,37.09 ,present ,12.72 ,139.80 ,
20/07/2021,21:50:00,17.58,-5.95,0.00,0.00,0.17,-3.49,-0.45,-0.82,4.19,36.59 ,present ,12.73 ,140.70 ,
20/07/2021,22:00:01,17.32,-3.80,0.00,0.00,0.17,-3.49,-0.51,-0.52,4.19,36.00 ,present ,12.73 ,140.39 ,
20/07/2021,22:10:01,17.09,-4.41,0.00,0.00,0.17,-3.49,-0.43,-0.61,4.19,36.00 ,present ,12.72 ,140.10 ,
20/07/2021,22:20:01,16.93,-3.79,0.00,0.00,0.17,-3.49,-0.59,-0.52,4.19,36.00 ,present ,12.73 ,141.00 ,
20/07/2021,22:30:01,16.78,-4.28,0.00,0.00,0.17,-3.49,-0.38,-0.59,4.19,36.20 ,present ,12.73 ,140.70 ,
20/07/2021,22:40:01,16.69,-3.69,0.00,0.00,0.17,-3.49,-0.44,-0.51,4.19,36.30 ,present ,12.73 ,140.39 ,
20/07/2021,22:50:01,16.58,-3.69,0.00,0.00,0.17,-3.49,-0.41,-0.51,4.19,36.30 ,present ,12.72 ,140.10 ,
20/07/2021,23:00:00,16.47,-3.75,0.00,0.00,0.17,-3.49,-0.42,-0.52,4.19,36.30 ,present ,12.73 ,141.00 ,
20/07/2021,23:10:00,16.37,-4.17,0.00,0.00,0.17,-3.49,-0.33,-0.58,4.19,36.40 ,present ,12.73 ,141.00 ,
20/07/2021,23:20:00,16.27,-4.76,0.00,0.00,0.17,-3.49,-0.29,-0.66,4.19,36.00 ,present ,12.73 ,140.70 ,
20/07/2021,23:30:00,16.13,-3.91,0.00,0.00,0.17,-3.49,-0.32,-0.54,4.19,35.90 ,present ,12.72 ,139.50 ,
20/07/2021,23:40:00,15.98,-4.86,0.00,0.00,0.17,-3.49,-0.48,-0.68,4.19,35.80 ,present ,12.72 ,139.50 ,
20/07/2021,23:50:00,15.85,-4.63,0.00,0.00,0.17,-3.49,-0.40,-0.64,4.19,35.59 ,present ,12.73 ,140.39 ,
21/07/2021,00:00:00,15.72,-5.66,0.00,0.00,0.17,-3.49,-0.37,-0.79,4.19,35.50 ,present ,12.73 ,140.39 ,
21/07/2021,00:10:00,15.58,-4.95,0.00,0.00,0.17,-3.49,-0.36,-0.69,4.19,35.20 ,present ,12.73 ,141.30 ,
21/07/2021,00:20:00,15.48,-4.81,0.00,0.00,0.17,-3.49,-0.30,-0.67,4.19,35.40 ,present ,12.73 ,140.70 ,
21/07/2021,00:30:00,15.37,-4.51,0.00,0.00,0.17,-3.49,-0.42,-0.63,4.19,35.20 ,present ,12.73 ,140.39 ,
21/07/2021,00:40:01,15.28,-3.51,0.00,0.00,0.17,-3.49,-0.28,-0.49,4.19,35.30 ,present ,12.73 ,140.70 ,
21/07/2021,00:50:01,15.21,-3.29,0.00,0.00,0.17,-3.49,-0.34,-0.46,4.19,35.30 ,present ,12.73 ,140.70 ,
21/07/2021,01:00:00,15.12,-2.28,0.00,0.00,0.17,-3.49,-0.45,-0.32,4.19,35.00 ,present ,12.73 ,141.00 ,
21/07/2021,01:10:00,15.05,-2.23,0.00,0.00,0.17,-3.49,-0.43,-0.31,4.19,35.00 ,present ,12.72 ,140.10 ,
21/07/2021,01:20:00,14.98,-2.64,0.00,0.00,0.17,-3.49,-0.40,-0.37,4.19,35.00 ,present ,12.72 ,139.80 ,
21/07/2021,01:30:01,14.93,-2.89,0.00,0.00,0.17,-3.49,-0.42,-0.40,4.19,34.90 ,present ,12.73 ,141.00 ,
21/07/2021,01:40:01,14.84,-2.60,0.00,0.00,0.17,-3.49,-0.34,-0.36,4.19,34.50 ,present ,12.73 ,140.70 ,
21/07/2021,01:50:01,14.77,-2.21,0.00,0.00,0.17,-3.49,-0.21,-0.31,4.19,34.50 ,present ,12.72 ,140.10 ,
21/07/2021,02:00:01,14.71,-2.36,0.00,0.00,0.17,-3.49,-0.43,-0.33,4.19,34.40 ,present ,12.72 ,139.80 ,
21/07/2021,02:10:01,14.64,-2.60,0.00,0.00,0.17,-3.49,-0.32,-0.36,4.19,34.30 ,present ,12.73 ,140.39 ,
21/07/2021,02:20:01,14.61,-2.68,0.00,0.00,0.17,-3.49,-0.33,-0.37,4.19,34.50 ,present ,12.72 ,140.10 ,
21/07/2021,02:30:00,14.56,-2.88,0.00,0.00,0.17,-3.49,-0.10,-0.40,4.19,34.40 ,present ,12.72 ,140.10 ,
21/07/2021,02:40:00,14.50,-3.24,0.00,0.00,0.17,-3.49,-0.31,-0.45,4.19,34.40 ,present ,12.73 ,140.70 ,
21/07/2021,02:50:00,14.46,-3.38,0.00,0.00,0.17,-3.49,-0.36,-0.47,4.19,34.30 ,present ,12.73 ,141.00 ,
21/07/2021,03:00:00,14.43,-3.68,0.00,0.00,0.17,-3.49,-0.36,-0.51,4.19,34.30 ,present ,12.72 ,139.80 ,
21/07/2021,03:10:00,14.38,-4.17,0.00,0.00,0.17,-3.49,-0.36,-0.58,4.19,34.30 ,present ,12.72 ,139.50 ,
21/07/2021,03:20:00,14.36,-3.92,0.00,0.00,0.17,-3.49,-0.42,-0.55,4.19,34.30 ,present ,12.73 ,140.39 ,
21/07/2021,03:30:00,14.33,-4.19,0.00,0.00,0.17,-3.49,-0.40,-0.59,4.19,34.40 ,present ,12.73 ,140.70 ,
21/07/2021,03:40:00,14.33,-3.63,0.00,0.00,0.17,-3.49,-0.31,-0.51,4.19,34.59 ,present ,12.72 ,139.50 ,
21/07/2021,03:50:00,14.37,-3.84,0.00,0.00,0.17,-3.49,-0.19,-0.54,4.19,34.59 ,present ,12.73 ,141.00 ,
21/07/2021,04:00:00,14.37,-3.96,0.00,0.00,0.17,-3.49,-0.29,-0.55,4.19,34.90 ,present ,12.73 ,140.39 ,
21/07/2021,04:10:00,14.36,-2.05,0.00,0.00,0.17,-3.49,-0.43,-0.28,4.19,35.00 ,present ,12.72 ,139.50 ,
21/07/2021,04:20:00,14.34,-3.65,0.00,0.00,0.17,-3.49,-0.24,-0.51,4.19,34.50 ,present ,12.73 ,140.70 ,
21/07/2021,04:30:00,14.27,-3.73,0.00,0.00,0.17,-3.49,-0.22,-0.52,4.19,34.50 ,present ,12.69 ,140.70 ,
21/07/2021,04:40:00,14.25,-2.91,0.00,0.00,0.17,-3.49,-0.27,-0.41,4.19,34.40 ,present ,12.73 ,140.39 ,
21/07/2021,04:50:00,14.21,-3.45,0.00,0.00,0.17,-3.49,-0.27,-0.48,4.19,34.30 ,present ,12.72 ,139.50 ,
21/07/2021,05:00:00,14.16,-3.67,0.00,0.00,0.17,-3.49,-0.29,-0.51,4.19,34.09 ,present ,12.69 ,140.70 ,
21/07/2021,05:10:00,14.08,-3.35,0.00,0.00,0.17,-3.49,-0.30,-0.47,4.19,33.59 ,present ,12.73 ,140.39 ,
21/07/2021,05:20:00,14.00,-4.03,0.00,0.00,0.17,-3.49,-0.33,-0.56,4.19,33.50 ,present ,12.68 ,139.50 ,
21/07/2021,05:30:00,13.95,-3.16,0.00,0.00,0.17,-3.49,-0.25,-0.44,4.19,33.50 ,present ,12.73 ,141.00 ,
21/07/2021,05:40:00,13.91,-3.08,0.00,0.00,0.17,-3.49,-0.52,-0.43,4.19,33.50 ,present ,12.73 ,140.39 ,
21/07/2021,05:50:00,13.86,-2.57,0.00,0.00,0.17,-3.49,-0.37,-0.36,4.19,33.40 ,present ,12.72 ,139.50 ,
21/07/2021,06:00:00,13.82,-3.31,0.00,0.00,0.17,-3.49,-0.31,-0.46,4.19,33.30 ,present ,12.72 ,140.10 ,
21/07/2021,06:10:00,13.78,-4.16,0.00,0.00,0.17,-3.49,-0.43,-0.58,4.19,33.30 ,present ,12.72 ,139.80 ,
21/07/2021,06:20:00,13.78,-3.08,0.00,0.00,0.17,-3.49,-0.23,-0.43,4.19,33.50 ,present ,12.72 ,139.50 ,
21/07/2021,06:30:00,13.81,-3.08,0.00,0.00,0.17,-3.49,-0.23,-0.43,4.19,33.70 ,present ,12.72 ,140.10 ,
21/07/2021,06:40:00,13.88,-2.08,0.00,0.00,0.17,-3.49,-0.19,-0.29,4.19,34.00 ,present ,12.72 ,140.10 ,
21/07/2021,06:50:00,13.88,-2.17,0.00,0.00,0.17,-3.49,-0.38,-0.30,4.19,33.90 ,present ,12.72 ,140.10 ,
21/07/2021,07:00:00,13.85,-2.41,0.00,0.00,0.17,-3.49,-0.25,-0.34,4.19,33.90 ,present ,12.72 ,139.50 ,
21/07/2021,07:10:01,13.86,-2.16,0.00,0.00,0.17,-3.49,-0.28,-0.30,4.19,33.80 ,present ,12.73 ,140.70 ,
21/07/2021,07:20:01,13.86,-2.21,0.00,0.00,0.17,-3.49,-0.31,-0.31,4.19,33.70 ,present ,12.72 ,140.10 ,
21/07/2021,07:30:01,13.81,-2.44,0.00,0.00,0.17,-3.49,-0.33,-0.34,4.19,33.40 ,present ,12.72 ,139.20 ,
21/07/2021,07:40:01,13.83,-2.23,0.00,0.00,0.17,-3.49,-0.20,-0.31,4.19,33.59 ,present ,12.72 ,140.10 ,
21/07/2021,07:50:01,13.89,-2.12,0.00,0.00,0.17,-3.49,-0.25,-0.30,4.19,33.70 ,present ,12.72 ,140.10 ,
21/07/2021,08:00:01,13.95,-2.49,0.00,0.00,0.17,-3.49,-0.17,-0.35,4.19,34.09 ,present ,12.72 ,139.50 ,
21/07/2021,08:10:01,14.00,-2.12,0.00,0.00,0.17,-3.49,-0.19,-0.29,4.19,34.20 ,present ,12.73 ,140.70 ,
21/07/2021,08:20:01,14.03,-2.88,0.00,0.00,0.17,-3.49,-0.35,-0.40,4.19,34.00 ,present ,12.72 ,140.10 ,
21/07/2021,08:30:01,14.10,-2.46,0.00,0.00,0.17,-3.49,-0.25,-0.34,4.19,34.09 ,present ,12.73 ,140.70 ,
21/07/2021,08:40:01,14.14,-2.19,0.00,0.00,0.17,-3.49,-0.28,-0.30,4.19,34.30 ,present ,12.73 ,140.39 ,
21/07/2021,08:50:01,14.25,-2.65,0.00,0.00,0.17,-3.49,-0.14,-0.37,4.19,34.59 ,present ,12.73 ,140.70 ,
21/07/2021,09:00:01,14.33,-1.56,0.00,0.00,0.17,-3.49,-0.25,-0.21,4.19,34.80 ,present ,12.72 ,139.50 ,
21/07/2021,09:10:01,14.44,-1.05,0.00,0.00,0.17,-3.49,-0.14,-0.14,4.19,35.00 ,present ,12.73 ,140.39 ,
21/07/2021,09:20:00,14.76,-0.63,0.00,0.00,0.17,-3.49,0.06,-0.08,4.19,35.40 ,present ,12.72 ,140.10 ,
21/07/2021,09:30:00,15.00,-0.83,0.00,0.00,0.17,-3.49,0.10,-0.11,4.19,35.40 ,present ,12.72 ,139.50 ,
21/07/2021,09:40:00,15.22,-0.46,0.00,0.00,0.17,-3.49,0.02,-0.06,4.19,35.50 ,present ,12.72 ,140.10 ,
21/07/2021,09:50:00,15.53,-1.45,0.00,0.00,0.17,-3.49,-0.13,-0.20,4.19,35.90 ,present ,12.73 ,140.70 ,
21/07/2021,10:00:00,15.79,-3.02,0.00,0.00,0.17,-3.49,-0.18,-0.42,4.19,36.50 ,present ,12.72 ,140.10 ,
21/07/2021,10:10:00,16.16,-5.45,0.00,0.00,0.17,-3.49,-0.78,-0.76,4.19,38.00 ,present ,12.73 ,140.39 ,
21/07/2021,10:20:00,16.94,-6.94,0.00,0.00,0.17,-3.49,-1.00,-0.96,4.19,39.90 ,present ,12.73 ,140.70 ,
21/07/2021,10:30:00,17.58,-6.61,0.00,0.00,0.17,-3.49,-0.92,-0.91,4.19,41.60 ,present ,12.72 ,140.10 ,
21/07/2021,10:40:00,18.27,-6.14,0.00,0.00,0.17,-3.49,-0.66,-0.85,4.19,42.90 ,present ,12.73 ,141.00 ,
21/07/2021,10:50:00,18.71,-5.04,0.00,0.00,0.17,-3.49,-0.43,-0.69,4.19,43.70 ,present ,12.74 ,141.60 ,
21/07/2021,11:00:00,18.96,-3.55,0.00,0.00,0.17,-3.49,-0.32,-0.49,4.19,44.50 ,present ,12.73 ,140.70 ,
21/07/2021,11:10:00,19.46,-2.43,0.00,0.00,0.17,-3.49,-0.11,-0.33,4.19,44.60 ,present ,12.70 ,141.60 ,
21/07/2021,11:20:00,19.73,-3.43,0.00,0.00,0.17,-3.49,0.00,-0.47,4.19,43.70 ,present ,12.74 ,141.60 ,
21/07/2021,11:30:00,19.76,-4.00,0.00,0.00,0.17,-3.49,-0.24,-0.55,4.19,42.90 ,present ,12.73 ,141.30 ,
21/07/2021,11:40:00,19.76,-3.50,0.00,0.00,0.17,-3.49,0.04,-0.48,4.19,42.30 ,present ,12.72 ,140.10 ,
21/07/2021,11:50:00,19.98,-2.98,0.00,0.00,0.17,-3.49,0.31,-0.41,4.19,42.20 ,present ,12.72 ,140.10 ,
21/07/2021,12:00:00,20.44,-3.82,0.00,0.00,0.17,-3.49,-0.06,-0.52,4.19,42.40 ,present ,12.73 ,141.00 ,
21/07/2021,12:10:00,21.10,-4.98,0.00,0.00,0.17,-3.49,-0.17,-0.68,4.19,42.60 ,present ,12.73 ,141.00 ,
21/07/2021,12:20:00,21.60,-4.35,0.00,0.00,0.17,-3.49,-0.10,-0.59,4.19,43.00 ,present ,12.73 ,140.70 ,
21/07/2021,12:30:00,21.87,-4.23,0.00,0.00,0.17,-3.49,0.07,-0.57,4.19,43.00 ,present ,12.73 ,140.70 ,
21/07/2021,12:40:00,22.03,-4.85,0.00,0.00,0.17,-3.49,0.03,-0.66,4.19,43.10 ,present ,12.73 ,140.39 ,
21/07/2021,12:50:00,22.10,-3.93,0.00,0.00,0.17,-3.49,0.31,-0.53,4.19,43.40 ,present ,12.73 ,140.70 ,
21/07/2021,13:00:00,22.20,-3.43,0.00,0.00,0.17,-3.49,0.51,-0.46,4.19,43.30 ,present ,12.73 ,141.00 ,
21/07/2021,13:10:00,22.17,-3.60,0.00,0.00,0.17,-3.49,0.31,-0.49,4.19,43.30 ,present ,12.73 ,141.30 ,
21/07/2021,13:20:00,22.15,-4.10,0.00,0.00,0.17,-3.49,0.16,-0.55,4.19,43.70 ,present ,12.74 ,141.89 ,
21/07/2021,13:30:00,22.16,-4.86,0.00,0.00,0.17,-3.49,-0.06,-0.66,4.19,43.90 ,present ,12.74 ,141.60 ,
21/07/2021,13:40:01,22.18,-4.11,0.00,0.00,0.17,-3.49,0.03,-0.56,4.19,44.40 ,present ,12.73 ,141.00 ,
21/07/2021,13:50:01,22.14,-4.74,0.00,0.00,0.17,-3.49,0.00,-0.64,4.19,44.90 ,present ,12.73 ,141.00 ,
21/07/2021,14:00:01,21.95,-4.54,0.00,0.00,0.17,-3.49,-0.33,-0.61,4.19,45.50 ,present ,12.73 ,140.70 ,
21/07/2021,14:10:01,21.79,-3.94,0.00,0.00,0.17,-3.49,-0.16,-0.53,4.19,46.60 ,present ,12.73 ,141.30 ,
21/07/2021,14:20:01,21.58,-3.80,0.00,0.00,0.17,-3.49,0.11,-0.51,4.19,47.50 ,present ,12.70 ,141.60 ,
21/07/2021,14:30:01,21.55,-4.05,0.00,0.00,0.17,-3.49,-0.17,-0.55,4.19,47.80 ,present ,12.74 ,141.60 ,
21/07/2021,14:40:01,21.62,-4.47,0.00,0.00,0.17,-3.49,0.01,-0.61,4.19,47.60 ,present ,12.73 ,141.00 ,
21/07/2021,14:50:01,21.78,-5.61,0.00,0.00,0.17,-3.49,-0.31,-0.76,4.19,47.00 ,present ,12.74 ,141.60 ,
21/07/2021,15:00:01,21.92,-5.25,0.00,0.00,0.17,-3.49,-0.15,-0.71,4.19,46.60 ,present ,12.71 ,142.50 ,
21/07/2021,15:10:01,21.99,-4.94,0.00,0.00,0.17,-3.49,-0.17,-0.67,4.19,46.60 ,present ,12.73 ,141.30 ,
21/07/2021,15:20:01,22.08,-3.95,0.00,0.00,0.17,-3.49,-0.25,-0.53,4.19,46.90 ,present ,12.73 ,141.30 ,
21/07/2021,15:30:01,22.27,-5.26,0.00,0.00,0.17,-3.49,-0.41,-0.71,4.19,47.80 ,present ,12.73 ,141.00 ,
21/07/2021,15:40:01,22.48,-5.79,0.00,0.00,0.17,-3.49,-0.36,-0.78,4.19,48.60 ,present ,12.74 ,142.20 ,
21/07/2021,15:50:01,22.73,-5.06,0.00,0.00,0.17,-3.49,-0.16,-0.68,4.19,48.90 ,present ,12.73 ,141.30 ,
21/07/2021,16:00:01,22.98,-4.93,0.00,0.00,0.17,-3.49,-0.02,-0.66,4.19,48.00 ,present ,12.73 ,141.00 ,
21/07/2021,16:10:01,23.13,-4.33,0.00,0.00,0.17,-3.49,0.00,-0.58,4.19,46.80 ,present ,12.73 ,141.30 ,
21/07/2021,16:20:01,23.26,-4.14,0.00,0.00,0.17,-3.49,0.04,-0.56,4.19,46.00 ,present ,12.70 ,141.60 ,
21/07/2021,16:30:01,23.29,-4.60,0.00,0.00,0.17,-3.49,-0.13,-0.62,4.19,45.20 ,present ,12.70 ,141.30 ,
21/07/2021,16:40:01,23.33,-5.80,0.00,0.00,0.17,-3.49,-0.22,-0.78,4.19,44.40 ,present ,12.73 ,141.00 ,
21/07/2021,16:50:00,23.34,-5.56,0.00,0.00,0.17,-3.49,-0.25,-0.75,4.19,43.90 ,present ,12.73 ,141.00 ,
