Serial Number:,PSY1G502
APP Serial #:,0300085A
Head Serial #:,2670
App Ver:,R1-7-8
COM Ver:,R2-5-3
Instrument Name:,Jimi PSY 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,60,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
17/07/2021,13:10:00,21.39,1.706,2.082,-0.26,0.31,-3.99,1.608,0.23,8.330,4.19,30.20 ,present ,10.61 ,64.80 ,
17/07/2021,13:20:00,21.75,1.826,2.204,-0.27,0.31,-3.99,1.701,0.24,8.315,4.19,29.50 ,not present ,0.00 ,0.00 ,
17/07/2021,13:30:00,21.98,2.071,2.457,-0.31,0.31,-3.99,1.946,0.28,8.308,4.19,28.90 ,not present ,0.00 ,0.00 ,
17/07/2021,13:40:00,22.13,2.003,2.446,-0.31,0.31,-3.99,2.028,0.27,8.301,4.19,28.80 ,not present ,0.00 ,0.00 ,
17/07/2021,13:50:00,22.25,1.948,2.353,-0.29,0.31,-3.99,1.763,0.26,8.297,4.19,28.80 ,not present ,0.00 ,0.00 ,
17/07/2021,14:00:00,22.24,1.448,1.951,-0.25,0.31,-3.99,1.413,0.19,8.297,4.19,28.90 ,not present ,0.00 ,0.00 ,
17/07/2021,14:10:00,22.19,1.311,1.874,-0.25,0.31,-3.99,1.228,0.17,8.301,4.19,28.80 ,not present ,0.00 ,0.00 ,
17/07/2021,14:20:00,22.10,1.003,1.644,-0.23,0.31,-3.99,1.016,0.13,8.301,4.19,29.00 ,not present ,0.00 ,0.00 ,
17/07/2021,14:30:00,21.96,0.597,1.340,-0.20,0.31,-3.99,0.573,0.08,8.308,4.19,29.20 ,not present ,0.00 ,0.00 ,
17/07/2021,14:40:00,21.87,0.715,1.246,-0.16,0.31,-3.99,0.627,0.09,8.312,4.19,29.50 ,not present ,0.00 ,0.00 ,
17/07/2021,14:50:00,21.75,0.438,1.142,-0.17,0.31,-3.99,0.439,0.05,8.315,4.19,30.60 ,not present ,0.00 ,0.00 ,
17/07/2021,15:00:00,21.60,0.380,1.063,-0.16,0.31,-3.99,0.292,0.05,8.319,4.19,31.80 ,not present ,0.00 ,0.00 ,
17/07/2021,15:10:00,21.53,0.403,1.099,-0.17,0.31,-3.99,0.539,0.05,8.323,4.19,33.40 ,not present ,0.00 ,0.00 ,
17/07/2021,15:20:00,21.59,0.770,1.198,-0.14,0.31,-3.99,0.628,0.10,8.323,4.19,35.09 ,not present ,0.00 ,0.00 ,
17/07/2021,15:30:00,21.99,1.040,1.443,-0.17,0.31,-3.99,0.956,0.14,8.308,4.19,36.30 ,not present ,0.00 ,0.00 ,
17/07/2021,15:40:00,22.52,1.198,1.555,-0.17,0.31,-3.99,0.965,0.16,8.287,4.19,36.09 ,not present ,0.00 ,0.00 ,
17/07/2021,15:50:00,22.77,1.194,1.554,-0.17,0.31,-3.99,0.855,0.16,8.279,4.19,34.09 ,present ,10.51 ,64.80 ,
17/07/2021,16:00:00,22.85,0.756,1.374,-0.18,0.31,-3.99,0.635,0.10,8.276,4.19,32.20 ,present ,10.50 ,63.90 ,
17/07/2021,16:10:00,23.09,1.280,1.690,-0.19,0.31,-3.99,1.047,0.17,8.269,4.19,30.40 ,present ,10.57 ,45.60 ,
17/07/2021,16:20:00,23.01,0.506,1.197,-0.17,0.31,-3.99,0.274,0.06,8.269,4.19,29.20 ,not present ,0.00 ,0.00 ,
17/07/2021,16:30:00,22.77,0.173,0.994,-0.16,0.31,-3.99,0.068,0.02,8.279,4.19,28.30 ,not present ,0.00 ,0.00 ,
17/07/2021,16:40:00,22.62,0.046,0.861,-0.14,0.31,-3.99,-0.132,0.00,8.283,4.19,27.60 ,not present ,0.00 ,0.00 ,
17/07/2021,16:50:00,22.49,0.065,0.802,-0.12,0.31,-3.99,-0.148,0.00,8.290,4.19,27.30 ,not present ,0.00 ,0.00 ,
17/07/2021,17:00:00,22.39,-0.042,0.718,-0.12,0.31,-3.99,-0.372,0.00,8.294,4.19,26.90 ,not present ,0.00 ,0.00 ,
17/07/2021,17:10:00,22.27,-0.269,0.611,-0.12,0.31,-3.99,-0.559,-0.03,8.297,4.19,26.60 ,not present ,0.00 ,0.00 ,
17/07/2021,17:20:00,22.14,-0.118,0.580,-0.09,0.31,-3.99,-0.587,-0.01,8.301,4.19,26.40 ,not present ,0.00 ,0.00 ,
17/07/2021,17:30:00,22.00,-0.072,0.582,-0.09,0.31,-3.99,-0.267,0.00,8.305,4.19,27.90 ,not present ,0.00 ,0.00 ,
17/07/2021,17:40:00,21.54,0.200,0.636,-0.07,0.31,-3.99,-0.413,0.02,8.323,4.19,29.10 ,not present ,0.00 ,0.00 ,
17/07/2021,17:50:00,21.91,-0.020,0.674,-0.10,0.31,-3.99,-0.207,0.00,8.308,4.19,28.90 ,not present ,0.00 ,0.00 ,
17/07/2021,18:00:00,22.13,0.139,0.669,-0.08,0.31,-3.99,-0.251,0.01,8.301,4.19,28.10 ,not present ,0.00 ,0.00 ,
17/07/2021,18:10:00,22.14,0.128,0.627,-0.07,0.31,-3.99,-0.265,0.01,8.301,4.19,27.60 ,not present ,0.00 ,0.00 ,
17/07/2021,18:20:00,22.10,-0.004,0.568,-0.07,0.31,-3.99,-0.343,0.00,8.301,4.19,27.10 ,not present ,0.00 ,0.00 ,
17/07/2021,18:30:00,22.05,-0.117,0.547,-0.08,0.31,-3.99,-0.593,-0.01,8.305,4.19,26.60 ,not present ,0.00 ,0.00 ,
17/07/2021,18:40:00,22.08,0.125,0.564,-0.05,0.31,-3.99,-0.365,0.01,8.305,4.19,26.40 ,not present ,0.00 ,0.00 ,
17/07/2021,18:50:00,22.09,0.178,0.591,-0.05,0.31,-3.99,-0.307,0.02,8.305,4.19,26.20 ,not present ,0.00 ,0.00 ,
17/07/2021,19:00:00,22.08,0.035,0.464,-0.04,0.31,-3.99,-0.592,0.00,8.305,4.19,26.00 ,not present ,0.00 ,0.00 ,
17/07/2021,19:10:00,21.96,-0.162,0.390,-0.05,0.31,-3.99,-0.831,-0.02,8.308,4.19,25.70 ,not present ,0.00 ,0.00 ,
17/07/2021,19:20:00,21.84,-0.327,0.253,-0.03,0.31,-3.99,-1.130,-0.04,8.312,4.19,25.10 ,not present ,0.00 ,0.00 ,
17/07/2021,19:30:00,21.61,-0.583,0.080,-0.02,0.31,-3.99,-1.536,-0.07,8.319,4.19,24.60 ,not present ,0.00 ,0.00 ,
17/07/2021,19:40:00,21.41,-0.556,0.118,-0.03,0.31,-3.99,-1.329,-0.07,8.326,4.19,24.20 ,not present ,0.00 ,0.00 ,
17/07/2021,19:50:00,21.27,-0.509,0.038,0.00,0.31,-3.99,-1.363,-0.06,8.333,4.19,23.70 ,not present ,0.00 ,0.00 ,
17/07/2021,20:00:00,21.11,-0.530,0.090,-0.02,0.31,-3.99,-1.256,-0.07,8.337,4.19,23.50 ,not present ,0.00 ,0.00 ,
17/07/2021,20:10:00,20.97,-0.346,0.000,0.00,0.31,-3.99,-1.344,-0.04,8.344,4.19,23.30 ,not present ,0.00 ,0.00 ,
17/07/2021,20:20:00,20.83,-0.419,0.000,0.00,0.31,-3.99,-1.379,-0.05,8.348,4.19,23.10 ,not present ,0.00 ,0.00 ,
17/07/2021,20:30:00,20.64,-0.328,0.000,0.00,0.31,-3.99,-1.385,-0.04,8.355,4.19,22.80 ,not present ,0.00 ,0.00 ,
17/07/2021,20:40:00,20.51,-0.257,0.000,0.00,0.31,-3.99,-1.153,-0.03,8.359,4.19,22.60 ,not present ,0.00 ,0.00 ,
17/07/2021,20:50:00,20.39,-0.285,0.000,0.00,0.31,-3.99,-1.184,-0.03,8.366,4.19,22.40 ,not present ,0.00 ,0.00 ,
17/07/2021,21:00:00,20.25,-0.175,0.000,0.00,0.31,-3.99,-1.232,-0.02,8.370,4.19,22.30 ,not present ,0.00 ,0.00 ,
17/07/2021,21:10:00,20.08,-0.237,0.000,0.00,0.31,-3.99,-1.266,-0.03,8.377,4.19,21.80 ,not present ,0.00 ,0.00 ,
17/07/2021,21:20:00,19.96,-0.176,0.000,0.00,0.31,-3.99,-1.157,-0.02,8.381,4.19,21.60 ,not present ,0.00 ,0.00 ,
17/07/2021,21:30:00,19.83,-0.169,0.000,0.00,0.31,-3.99,-1.121,-0.02,8.384,4.19,21.60 ,not present ,0.00 ,0.00 ,
17/07/2021,21:40:00,19.67,-0.318,0.000,0.00,0.31,-3.99,-1.207,-0.04,8.392,4.19,21.40 ,not present ,0.00 ,0.00 ,
17/07/2021,21:50:00,19.44,-0.403,0.000,0.00,0.31,-3.99,-1.526,-0.05,8.399,4.19,21.00 ,not present ,0.00 ,0.00 ,
17/07/2021,22:00:00,19.26,-0.260,0.000,0.00,0.31,-3.99,-1.368,-0.03,8.406,4.19,20.80 ,not present ,0.00 ,0.00 ,
17/07/2021,22:10:00,19.11,-0.136,0.000,0.00,0.31,-3.99,-1.210,-0.01,8.410,4.19,20.70 ,not present ,0.00 ,0.00 ,
17/07/2021,22:20:00,18.95,-0.097,0.000,0.00,0.31,-3.99,-1.116,-0.01,8.417,4.19,20.60 ,not present ,0.00 ,0.00 ,
17/07/2021,22:30:00,18.80,-0.107,0.000,0.00,0.31,-3.99,-1.069,-0.01,8.421,4.19,20.50 ,not present ,0.00 ,0.00 ,
17/07/2021,22:40:00,18.69,-0.124,0.000,0.00,0.31,-3.99,-1.141,-0.01,8.428,4.19,20.40 ,not present ,0.00 ,0.00 ,
17/07/2021,22:50:00,18.55,-0.059,0.000,0.00,0.31,-3.99,-1.129,0.00,8.432,4.19,20.10 ,not present ,0.00 ,0.00 ,
17/07/2021,23:00:00,18.41,0.043,0.000,0.00,0.31,-3.99,-1.070,0.00,8.436,4.19,20.20 ,not present ,0.00 ,0.00 ,
17/07/2021,23:10:00,18.28,-0.011,0.000,0.00,0.31,-3.99,-1.041,0.00,8.443,4.19,20.00 ,not present ,0.00 ,0.00 ,
17/07/2021,23:20:00,18.17,0.225,0.000,0.00,0.31,-3.99,-1.034,0.03,8.447,4.19,20.10 ,not present ,0.00 ,0.00 ,
17/07/2021,23:30:00,18.09,0.110,0.000,0.00,0.31,-3.99,-0.920,0.01,8.451,4.19,20.10 ,not present ,0.00 ,0.00 ,
17/07/2021,23:40:00,18.03,0.229,0.000,0.00,0.31,-3.99,-0.902,0.03,8.451,4.19,20.00 ,not present ,0.00 ,0.00 ,
17/07/2021,23:50:00,17.94,0.014,0.000,0.00,0.31,-3.99,-1.002,0.00,8.454,4.19,20.10 ,not present ,0.00 ,0.00 ,
18/07/2021,00:00:00,17.79,-0.021,0.000,0.00,0.31,-3.99,-1.098,0.00,8.462,4.19,19.70 ,not present ,0.00 ,0.00 ,
18/07/2021,00:10:00,17.66,0.056,0.000,0.00,0.31,-3.99,-1.001,0.00,8.465,4.19,19.60 ,not present ,0.00 ,0.00 ,
18/07/2021,00:20:00,17.52,0.077,0.000,0.00,0.31,-3.99,-0.973,0.01,8.469,4.19,19.29 ,not present ,0.00 ,0.00 ,
18/07/2021,00:30:00,17.42,0.140,0.000,0.00,0.31,-3.99,-1.021,0.01,8.473,4.19,19.29 ,not present ,0.00 ,0.00 ,
18/07/2021,00:40:00,17.30,0.005,0.000,0.00,0.31,-3.99,-1.076,0.00,8.476,4.19,19.20 ,not present ,0.00 ,0.00 ,
18/07/2021,00:50:00,17.18,0.067,0.000,0.00,0.31,-3.99,-0.911,0.00,8.484,4.19,19.29 ,not present ,0.00 ,0.00 ,
18/07/2021,01:00:00,17.09,0.240,0.000,0.00,0.31,-3.99,-0.878,0.03,8.488,4.19,19.20 ,not present ,0.00 ,0.00 ,
18/07/2021,01:10:00,17.00,0.158,0.000,0.00,0.31,-3.99,-0.954,0.02,8.488,4.19,19.00 ,not present ,0.00 ,0.00 ,
18/07/2021,01:20:00,16.88,0.239,0.000,0.00,0.31,-3.99,-0.941,0.03,8.495,4.19,19.00 ,not present ,0.00 ,0.00 ,
18/07/2021,01:30:00,16.81,0.233,0.000,0.00,0.31,-3.99,-0.899,0.03,8.495,4.19,19.00 ,not present ,0.00 ,0.00 ,
18/07/2021,01:40:00,16.69,0.066,0.000,0.00,0.31,-3.99,-1.027,0.00,8.503,4.19,18.79 ,not present ,0.00 ,0.00 ,
18/07/2021,01:50:00,16.58,0.139,0.000,0.00,0.31,-3.99,-0.966,0.01,8.506,4.19,18.60 ,not present ,0.00 ,0.00 ,
18/07/2021,02:00:00,16.52,0.214,0.000,0.00,0.31,-3.99,-0.838,0.02,8.506,4.19,18.60 ,not present ,0.00 ,0.00 ,
18/07/2021,02:10:00,16.42,0.249,0.000,0.00,0.31,-3.99,-0.863,0.03,8.510,4.19,18.60 ,not present ,0.00 ,0.00 ,
18/07/2021,02:20:00,16.32,0.210,0.000,0.00,0.31,-3.99,-0.914,0.02,8.514,4.19,18.50 ,not present ,0.00 ,0.00 ,
18/07/2021,02:30:00,16.22,0.315,0.000,0.00,0.31,-3.99,-0.776,0.04,8.518,4.19,18.40 ,not present ,0.00 ,0.00 ,
18/07/2021,02:40:00,16.14,0.272,0.000,0.00,0.31,-3.99,-0.718,0.03,8.521,4.19,18.40 ,not present ,0.00 ,0.00 ,
18/07/2021,02:50:00,16.09,0.390,0.000,0.00,0.31,-3.99,-0.711,0.05,8.525,4.19,18.40 ,not present ,0.00 ,0.00 ,
18/07/2021,03:00:00,15.99,0.304,0.000,0.00,0.31,-3.99,-0.707,0.04,8.529,4.19,18.40 ,not present ,0.00 ,0.00 ,
18/07/2021,03:10:00,15.95,0.394,0.000,0.00,0.31,-3.99,-0.584,0.05,8.529,4.19,18.29 ,not present ,0.00 ,0.00 ,
18/07/2021,03:20:00,15.90,0.475,0.000,0.00,0.31,-3.99,-0.627,0.06,8.529,4.19,18.20 ,not present ,0.00 ,0.00 ,
18/07/2021,03:30:00,15.84,0.252,0.000,0.00,0.31,-3.99,-0.646,0.03,8.533,4.19,18.29 ,not present ,0.00 ,0.00 ,
18/07/2021,03:40:00,15.80,0.328,0.000,0.00,0.31,-3.99,-0.645,0.04,8.533,4.19,18.40 ,not present ,0.00 ,0.00 ,
18/07/2021,03:50:00,15.70,0.376,0.000,0.00,0.31,-3.99,-0.707,0.05,8.536,4.19,18.20 ,not present ,0.00 ,0.00 ,
18/07/2021,04:00:00,15.65,0.254,0.000,0.00,0.31,-3.99,-0.657,0.03,8.540,4.19,18.29 ,not present ,0.00 ,0.00 ,
18/07/2021,04:10:00,15.59,0.419,0.000,0.00,0.31,-3.99,-0.616,0.05,8.544,4.19,18.29 ,not present ,0.00 ,0.00 ,
18/07/2021,04:20:00,15.53,0.260,0.000,0.00,0.31,-3.99,-0.740,0.03,8.544,4.19,18.29 ,not present ,0.00 ,0.00 ,
18/07/2021,04:30:00,15.43,0.268,0.000,0.00,0.31,-3.99,-0.658,0.03,8.548,4.19,18.10 ,not present ,0.00 ,0.00 ,
18/07/2021,04:40:00,15.39,0.330,0.000,0.00,0.31,-3.99,-0.641,0.04,8.551,4.19,18.10 ,not present ,0.00 ,0.00 ,
18/07/2021,04:50:00,15.34,0.364,0.000,0.00,0.31,-3.99,-0.593,0.05,8.551,4.19,18.10 ,not present ,0.00 ,0.00 ,
18/07/2021,05:00:00,15.27,0.283,0.000,0.00,0.31,-3.99,-0.930,0.03,8.555,4.19,18.00 ,not present ,0.00 ,0.00 ,
18/07/2021,05:10:00,15.18,0.524,0.000,0.00,0.31,-3.99,-0.687,0.07,8.559,4.19,18.00 ,not present ,0.00 ,0.00 ,
18/07/2021,05:20:00,15.16,0.542,0.000,0.00,0.31,-3.99,-0.439,0.07,8.559,4.19,18.00 ,not present ,0.00 ,0.00 ,
18/07/2021,05:30:00,15.16,0.448,0.000,0.00,0.31,-3.99,-0.526,0.06,8.559,4.19,18.00 ,not present ,0.00 ,0.00 ,
18/07/2021,05:40:00,15.10,0.426,0.000,0.00,0.31,-3.99,-0.614,0.05,8.559,4.19,18.00 ,not present ,0.00 ,0.00 ,
18/07/2021,05:50:00,15.05,0.477,0.000,0.00,0.31,-3.99,-0.604,0.06,8.563,4.19,17.90 ,not present ,0.00 ,0.00 ,
18/07/2021,06:00:00,14.99,0.384,0.000,0.00,0.31,-3.99,-0.630,0.05,8.566,4.19,17.79 ,not present ,0.00 ,0.00 ,
18/07/2021,06:10:00,14.95,0.520,0.000,0.00,0.31,-3.99,-0.444,0.07,8.566,4.19,17.70 ,not present ,0.00 ,0.00 ,
18/07/2021,06:20:00,14.94,0.535,0.000,0.00,0.31,-3.99,-0.550,0.07,8.566,4.19,17.79 ,not present ,0.00 ,0.00 ,
18/07/2021,06:30:00,14.92,0.559,0.000,0.00,0.31,-3.99,-0.475,0.07,8.566,4.19,17.90 ,not present ,0.00 ,0.00 ,
18/07/2021,06:40:00,14.92,0.425,0.000,0.00,0.31,-3.99,-0.228,0.05,8.566,4.19,18.00 ,not present ,0.00 ,0.00 ,
18/07/2021,06:50:00,14.89,0.661,0.000,0.00,0.31,-3.99,-0.471,0.09,8.570,4.19,18.00 ,not present ,0.00 ,0.00 ,
18/07/2021,07:00:00,14.86,0.443,0.000,0.00,0.31,-3.99,-0.555,0.06,8.570,4.19,17.79 ,not present ,0.00 ,0.00 ,
18/07/2021,07:10:00,14.83,0.539,0.000,0.00,0.31,-3.99,-0.568,0.07,8.570,4.19,17.79 ,not present ,0.00 ,0.00 ,
18/07/2021,07:20:00,14.81,0.549,0.000,0.00,0.31,-3.99,-0.431,0.07,8.570,4.19,17.90 ,not present ,0.00 ,0.00 ,
18/07/2021,07:30:00,14.80,0.641,0.000,0.00,0.31,-3.99,-0.497,0.09,8.570,4.19,17.90 ,not present ,0.00 ,0.00 ,
18/07/2021,07:40:00,14.78,0.588,0.000,0.00,0.31,-3.99,-0.258,0.08,8.574,4.19,17.90 ,not present ,0.00 ,0.00 ,
18/07/2021,07:50:00,14.81,0.662,0.000,0.00,0.31,-3.99,-0.259,0.09,8.570,4.19,18.29 ,not present ,0.00 ,0.00 ,
18/07/2021,08:00:00,14.84,0.618,0.000,0.00,0.31,-3.99,-0.259,0.08,8.570,4.19,18.50 ,not present ,0.00 ,0.00 ,
18/07/2021,08:10:00,14.85,0.617,0.000,0.00,0.31,-3.99,-0.236,0.08,8.570,4.19,18.60 ,not present ,0.00 ,0.00 ,
18/07/2021,08:20:00,14.90,0.879,0.000,0.00,0.31,-3.99,-0.161,0.12,8.566,4.19,18.70 ,not present ,0.00 ,0.00 ,
18/07/2021,08:30:00,15.00,0.815,0.000,0.00,0.31,-3.99,0.224,0.11,8.563,4.19,19.10 ,not present ,0.00 ,0.00 ,
18/07/2021,08:40:00,15.15,1.139,0.000,0.00,0.31,-3.99,0.313,0.15,8.559,4.19,19.29 ,not present ,0.00 ,0.00 ,
18/07/2021,08:50:00,15.30,1.177,0.000,0.00,0.31,-3.99,0.606,0.16,8.551,4.19,19.50 ,not present ,0.00 ,0.00 ,
18/07/2021,09:00:00,15.43,1.299,0.000,0.00,0.31,-3.99,0.729,0.18,8.548,4.19,19.70 ,not present ,0.00 ,0.00 ,
18/07/2021,09:10:00,15.57,1.457,0.000,0.00,0.31,-3.99,1.099,0.20,8.544,4.19,20.00 ,not present ,0.00 ,0.00 ,
18/07/2021,09:20:00,15.72,1.959,0.000,0.00,0.31,-3.99,1.845,0.27,8.536,4.19,20.10 ,not present ,0.00 ,0.00 ,
18/07/2021,09:30:00,15.88,2.684,1.620,-0.08,0.31,-3.99,2.567,0.37,8.533,4.19,20.40 ,not present ,0.00 ,0.00 ,
18/07/2021,09:40:00,16.14,3.634,2.315,-0.17,0.31,-3.99,3.483,0.50,8.521,4.19,20.80 ,not present ,0.00 ,0.00 ,
18/07/2021,09:50:00,16.51,4.567,3.112,-0.29,0.31,-3.99,4.448,0.63,8.506,4.19,21.00 ,not present ,0.00 ,0.00 ,
18/07/2021,10:00:00,17.04,4.129,3.157,-0.35,0.31,-3.99,3.666,0.57,8.488,4.19,21.40 ,not present ,0.00 ,0.00 ,
18/07/2021,10:10:00,17.57,2.648,2.543,-0.35,0.31,-3.99,2.224,0.36,8.469,4.19,21.50 ,not present ,0.00 ,0.00 ,
18/07/2021,10:20:00,18.19,2.400,2.275,-0.28,0.31,-3.99,1.891,0.33,8.447,4.19,21.80 ,not present ,0.00 ,0.00 ,
18/07/2021,10:30:00,18.59,1.950,1.843,-0.21,0.31,-3.99,1.527,0.26,8.432,4.19,22.30 ,not present ,0.00 ,0.00 ,
18/07/2021,10:40:00,18.80,1.518,1.432,-0.14,0.31,-3.99,1.029,0.20,8.421,4.19,22.20 ,not present ,0.00 ,0.00 ,
18/07/2021,10:50:00,18.90,1.404,1.260,-0.10,0.31,-3.99,1.003,0.19,8.417,4.19,22.60 ,not present ,0.00 ,0.00 ,
18/07/2021,11:00:00,18.97,1.127,1.104,-0.09,0.31,-3.99,0.939,0.15,8.417,4.19,23.00 ,not present ,0.00 ,0.00 ,
18/07/2021,11:10:00,19.24,1.501,1.158,-0.05,0.31,-3.99,1.109,0.20,8.406,4.19,23.30 ,not present ,0.00 ,0.00 ,
18/07/2021,11:20:00,19.45,1.547,1.217,-0.06,0.31,-3.99,1.294,0.21,8.399,4.19,23.80 ,not present ,0.00 ,0.00 ,
18/07/2021,11:30:00,19.54,1.330,1.158,-0.07,0.31,-3.99,1.235,0.18,8.395,4.19,24.90 ,not present ,0.00 ,0.00 ,
18/07/2021,11:40:00,19.84,1.793,1.341,-0.06,0.31,-3.99,1.637,0.24,8.384,4.19,25.90 ,not present ,0.00 ,0.00 ,
18/07/2021,11:50:00,20.09,2.096,1.503,-0.06,0.31,-3.99,1.785,0.28,8.377,4.19,26.40 ,not present ,0.00 ,0.00 ,
18/07/2021,12:00:00,20.27,2.643,2.016,-0.13,0.31,-3.99,2.453,0.36,8.370,4.19,26.70 ,not present ,0.00 ,0.00 ,
18/07/2021,12:10:00,20.33,2.733,2.081,-0.14,0.31,-3.99,2.299,0.37,8.366,4.19,26.60 ,not present ,0.00 ,0.00 ,
18/07/2021,12:20:00,20.33,2.786,2.210,-0.17,0.31,-3.99,2.616,0.38,8.366,4.19,26.90 ,not present ,0.00 ,0.00 ,
18/07/2021,12:30:00,20.27,2.543,2.357,-0.25,0.31,-3.99,2.565,0.34,8.370,4.19,27.50 ,not present ,0.00 ,0.00 ,
18/07/2021,12:40:00,20.47,2.447,2.319,-0.24,0.31,-3.99,2.436,0.33,8.362,4.19,28.30 ,not present ,0.00 ,0.00 ,
18/07/2021,12:50:00,20.74,2.222,2.087,-0.20,0.31,-3.99,2.044,0.30,8.352,4.19,29.40 ,not present ,0.00 ,0.00 ,
18/07/2021,13:00:00,21.08,2.196,1.888,-0.15,0.31,-3.99,1.902,0.30,8.341,4.19,30.10 ,not present ,0.00 ,0.00 ,
18/07/2021,13:10:00,21.60,2.518,2.050,-0.14,0.31,-3.99,2.036,0.34,8.319,4.19,30.40 ,not present ,0.00 ,0.00 ,
18/07/2021,13:20:00,22.11,3.043,2.358,-0.14,0.31,-3.99,2.751,0.41,8.301,4.19,30.00 ,not present ,0.00 ,0.00 ,
18/07/2021,13:30:00,22.50,3.409,2.642,-0.16,0.31,-3.99,3.183,0.46,8.287,4.19,29.60 ,not present ,0.00 ,0.00 ,
18/07/2021,13:40:00,22.67,3.430,2.704,-0.17,0.31,-3.99,3.375,0.46,8.283,4.19,29.50 ,not present ,0.00 ,0.00 ,
18/07/2021,13:50:00,22.72,3.728,3.127,-0.25,0.31,-3.99,3.884,0.50,8.279,4.19,29.70 ,not present ,0.00 ,0.00 ,
18/07/2021,14:00:00,22.58,3.196,3.038,-0.30,0.31,-3.99,3.160,0.43,8.287,4.19,29.70 ,not present ,0.00 ,0.00 ,
18/07/2021,14:10:00,22.38,3.126,2.709,-0.22,0.31,-3.99,2.888,0.42,8.294,4.19,29.50 ,not present ,0.00 ,0.00 ,
18/07/2021,14:20:00,22.25,1.746,2.084,-0.24,0.31,-3.99,1.475,0.23,8.297,4.19,29.10 ,not present ,0.00 ,0.00 ,
18/07/2021,14:30:00,22.18,1.019,1.457,-0.17,0.31,-3.99,0.832,0.13,8.301,4.19,29.10 ,not present ,0.00 ,0.00 ,
18/07/2021,14:40:00,22.16,0.810,1.220,-0.14,0.31,-3.99,0.471,0.11,8.301,4.19,29.60 ,not present ,0.00 ,0.00 ,
18/07/2021,14:50:00,22.28,0.910,1.175,-0.11,0.31,-3.99,0.590,0.12,8.297,4.19,29.70 ,not present ,0.00 ,0.00 ,
18/07/2021,15:00:00,22.10,0.849,1.101,-0.10,0.31,-3.99,0.640,0.11,8.301,4.19,30.80 ,not present ,0.00 ,0.00 ,
18/07/2021,15:10:00,22.04,0.864,1.129,-0.11,0.31,-3.99,0.569,0.11,8.305,4.19,32.50 ,not present ,0.00 ,0.00 ,
18/07/2021,15:20:00,22.06,1.056,1.122,-0.08,0.31,-3.99,0.799,0.14,8.305,4.19,34.20 ,not present ,0.00 ,0.00 ,
18/07/2021,15:30:00,22.37,1.670,1.429,-0.08,0.31,-3.99,1.609,0.22,8.294,4.19,35.40 ,not present ,0.00 ,0.00 ,
18/07/2021,15:40:00,22.76,2.080,1.803,-0.12,0.31,-3.99,1.726,0.28,8.279,4.19,34.90 ,not present ,0.00 ,0.00 ,
18/07/2021,15:50:00,22.80,2.113,2.058,-0.18,0.31,-3.99,2.044,0.28,8.276,4.19,33.30 ,present ,10.36 ,41.40 ,
18/07/2021,16:00:00,22.71,2.548,2.497,-0.24,0.31,-3.99,2.464,0.34,8.279,4.19,31.30 ,present ,10.37 ,43.50 ,
18/07/2021,16:10:00,22.88,3.021,2.867,-0.27,0.31,-3.99,3.032,0.40,8.276,4.19,29.90 ,not present ,0.00 ,0.00 ,
18/07/2021,16:20:00,22.59,1.665,1.940,-0.21,0.31,-3.99,1.668,0.22,8.287,4.19,28.80 ,not present ,0.00 ,0.00 ,
18/07/2021,16:30:00,22.33,0.817,1.341,-0.17,0.31,-3.99,0.657,0.11,8.294,4.19,27.90 ,not present ,0.00 ,0.00 ,
18/07/2021,16:40:00,22.16,0.607,1.024,-0.11,0.31,-3.99,0.177,0.08,8.301,4.19,27.30 ,not present ,0.00 ,0.00 ,
18/07/2021,16:50:00,22.05,0.491,0.869,-0.09,0.31,-3.99,-0.042,0.06,8.305,4.19,26.90 ,not present ,0.00 ,0.00 ,
18/07/2021,17:00:00,21.95,0.424,0.713,-0.05,0.31,-3.99,0.055,0.05,8.308,4.19,26.40 ,not present ,0.00 ,0.00 ,
18/07/2021,17:10:00,21.89,0.169,0.597,-0.06,0.31,-3.99,-0.381,0.02,8.312,4.19,26.20 ,not present ,0.00 ,0.00 ,
18/07/2021,17:20:00,21.72,0.068,0.491,-0.04,0.31,-3.99,-0.614,0.00,8.315,4.19,25.80 ,not present ,0.00 ,0.00 ,
18/07/2021,17:30:00,21.59,0.016,0.466,-0.04,0.31,-3.99,-0.728,0.00,8.323,4.19,26.90 ,not present ,0.00 ,0.00 ,
18/07/2021,17:40:00,21.07,-0.186,0.424,-0.06,0.31,-3.99,-0.701,-0.02,8.341,4.19,27.90 ,not present ,0.00 ,0.00 ,
18/07/2021,17:50:00,21.12,-0.128,0.393,-0.05,0.31,-3.99,-0.835,-0.01,8.337,4.19,27.80 ,not present ,0.00 ,0.00 ,
