Serial Number:,PSY1E10F
APP Serial #:,030003EA
Head Serial #:,1897
App Ver:,R1-6-2
COM Ver:,R2-5-0
Instrument Name:,Gamboa PSY 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,0,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
18/07/2021,12:30:00,19.67,-0.56,0.00,0.00,4.19,25.70 ,present ,12.59 ,50.70 ,
18/07/2021,12:40:00,20.02,-0.63,0.00,0.00,4.19,26.80 ,present ,12.60 ,51.00 ,
18/07/2021,12:50:00,20.29,-0.59,0.00,0.00,4.19,27.50 ,present ,12.60 ,51.30 ,
18/07/2021,13:00:00,20.61,-0.85,0.00,0.00,4.19,27.60 ,present ,12.59 ,50.70 ,
18/07/2021,13:10:00,20.87,-0.86,0.00,0.00,4.19,27.30 ,present ,12.60 ,51.30 ,
18/07/2021,13:20:00,21.09,-0.86,0.00,0.00,4.19,26.50 ,present ,12.60 ,51.00 ,
18/07/2021,13:30:01,21.29,-0.69,0.00,0.00,4.19,25.70 ,present ,12.59 ,50.70 ,
18/07/2021,13:40:01,21.50,-0.77,0.00,0.00,4.19,25.00 ,present ,12.57 ,48.00 ,
18/07/2021,13:50:01,21.73,-0.71,0.00,0.00,4.19,24.80 ,present ,12.58 ,48.90 ,
18/07/2021,14:00:00,21.89,-0.80,0.00,0.00,4.19,24.50 ,present ,12.59 ,49.80 ,
18/07/2021,14:10:00,21.97,-0.78,0.00,0.00,4.19,24.10 ,present ,12.59 ,49.80 ,
18/07/2021,14:20:01,22.07,-0.83,0.00,0.00,4.19,24.10 ,present ,12.59 ,50.40 ,
18/07/2021,14:30:00,22.23,-0.66,0.00,0.00,4.19,24.20 ,present ,12.59 ,50.40 ,
18/07/2021,14:40:01,22.37,-0.79,0.00,0.00,4.19,24.10 ,present ,12.60 ,51.00 ,
18/07/2021,14:50:01,22.57,-0.82,0.00,0.00,4.19,24.20 ,present ,12.59 ,50.40 ,
18/07/2021,15:00:01,22.74,-0.70,0.00,0.00,4.19,24.20 ,present ,12.60 ,51.00 ,
18/07/2021,15:10:00,22.81,-0.90,0.00,0.00,4.19,24.20 ,present ,12.59 ,50.70 ,
18/07/2021,15:20:01,22.93,-0.89,0.00,0.00,4.19,24.00 ,present ,12.59 ,50.40 ,
18/07/2021,15:30:01,22.98,-0.84,0.00,0.00,4.19,24.00 ,present ,12.59 ,50.40 ,
18/07/2021,15:40:00,23.08,-0.74,0.00,0.00,4.19,23.60 ,present ,12.60 ,51.00 ,
18/07/2021,15:50:00,23.17,-0.79,0.00,0.00,4.19,23.10 ,present ,12.59 ,50.40 ,
18/07/2021,16:00:01,23.21,-0.89,0.00,0.00,4.19,22.70 ,present ,12.59 ,50.70 ,
18/07/2021,16:10:01,23.10,-0.90,0.00,0.00,4.19,22.50 ,present ,12.59 ,50.70 ,
18/07/2021,16:20:01,22.99,-0.83,0.00,0.00,4.19,22.40 ,present ,12.59 ,50.10 ,
18/07/2021,16:30:00,22.89,-0.80,0.00,0.00,4.19,21.90 ,present ,12.59 ,50.40 ,
18/07/2021,16:40:00,22.65,-0.81,0.00,0.00,4.19,21.60 ,present ,12.59 ,50.70 ,
18/07/2021,16:50:00,22.42,-0.91,0.00,0.00,4.19,21.80 ,present ,12.59 ,50.70 ,
18/07/2021,17:00:01,22.21,-0.89,0.00,0.00,4.19,21.60 ,present ,12.59 ,50.10 ,
18/07/2021,17:10:00,22.02,-0.89,0.00,0.00,4.19,21.50 ,present ,12.59 ,50.70 ,
18/07/2021,17:20:00,21.73,-0.96,0.00,0.00,4.19,21.30 ,present ,12.59 ,50.10 ,
18/07/2021,17:30:01,21.50,-0.86,0.00,0.00,4.19,21.00 ,present ,12.59 ,50.40 ,
18/07/2021,17:40:00,21.23,-0.89,0.00,0.00,4.19,20.80 ,present ,12.59 ,50.70 ,
18/07/2021,17:50:00,20.82,-0.93,0.00,0.00,4.19,20.60 ,present ,12.59 ,50.70 ,
18/07/2021,18:00:00,20.68,-0.77,0.00,0.00,4.19,20.70 ,present ,12.59 ,50.10 ,
18/07/2021,18:10:01,20.61,-0.70,0.00,0.00,4.19,20.80 ,present ,12.59 ,50.10 ,
18/07/2021,18:20:00,20.52,-0.76,0.00,0.00,4.19,20.50 ,present ,12.59 ,50.40 ,
18/07/2021,18:30:00,20.32,-0.82,0.00,0.00,4.19,20.20 ,present ,12.59 ,50.40 ,
18/07/2021,18:40:00,20.17,-0.68,0.00,0.00,4.19,20.00 ,present ,12.59 ,49.80 ,
18/07/2021,18:50:00,20.00,-0.81,0.00,0.00,4.19,19.79 ,present ,12.59 ,49.80 ,
18/07/2021,19:00:00,19.79,-0.81,0.00,0.00,4.19,19.50 ,present ,12.59 ,50.40 ,
18/07/2021,19:10:00,19.57,-0.80,0.00,0.00,4.19,19.40 ,present ,12.59 ,49.80 ,
18/07/2021,19:20:01,19.36,-0.85,0.00,0.00,4.19,19.20 ,present ,12.59 ,50.10 ,
18/07/2021,19:30:01,19.14,-0.73,0.00,0.00,4.19,19.29 ,present ,12.59 ,50.10 ,
18/07/2021,19:40:01,18.91,-0.83,0.00,0.00,4.19,18.79 ,present ,12.59 ,50.40 ,
18/07/2021,19:50:01,18.69,-0.73,0.00,0.00,4.19,18.50 ,present ,12.59 ,50.10 ,
18/07/2021,20:00:01,18.49,-0.68,0.00,0.00,4.19,18.29 ,present ,12.59 ,49.80 ,
18/07/2021,20:10:01,18.27,-0.77,0.00,0.00,4.19,18.20 ,present ,12.59 ,50.40 ,
18/07/2021,20:20:01,18.02,-0.68,0.00,0.00,4.19,17.90 ,present ,12.59 ,50.40 ,
18/07/2021,20:30:01,17.75,-0.95,0.00,0.00,4.19,17.60 ,present ,12.59 ,49.80 ,
18/07/2021,20:40:01,17.46,-0.82,0.00,0.00,4.19,17.29 ,present ,12.59 ,49.80 ,
18/07/2021,20:50:00,17.17,-0.62,0.00,0.00,4.19,17.20 ,present ,12.59 ,50.10 ,
18/07/2021,21:00:01,16.88,-0.77,0.00,0.00,4.19,16.79 ,present ,12.58 ,49.50 ,
18/07/2021,21:10:00,16.63,-0.90,0.00,0.00,4.19,16.60 ,present ,12.59 ,50.10 ,
18/07/2021,21:20:01,16.37,-0.83,0.00,0.00,4.19,16.40 ,present ,12.58 ,49.50 ,
18/07/2021,21:30:01,16.09,-0.78,0.00,0.00,4.19,16.00 ,present ,12.59 ,50.10 ,
18/07/2021,21:40:00,15.84,-0.67,0.00,0.00,4.19,15.90 ,present ,12.58 ,49.50 ,
18/07/2021,21:50:00,15.63,-0.63,0.00,0.00,4.19,16.10 ,present ,12.58 ,49.50 ,
18/07/2021,22:00:00,15.43,-0.80,0.00,0.00,4.19,16.00 ,present ,12.59 ,49.80 ,
18/07/2021,22:10:00,15.26,-0.68,0.00,0.00,4.19,15.80 ,present ,12.59 ,49.80 ,
18/07/2021,22:20:01,15.13,-0.59,0.00,0.00,4.19,16.00 ,present ,12.59 ,50.10 ,
18/07/2021,22:30:01,15.01,-0.60,0.00,0.00,4.19,15.90 ,present ,12.58 ,49.50 ,
18/07/2021,22:40:00,14.86,-0.61,0.00,0.00,4.19,15.90 ,present ,12.59 ,49.80 ,
18/07/2021,22:50:00,14.75,-0.56,0.00,0.00,4.19,16.00 ,present ,12.59 ,50.10 ,
18/07/2021,23:00:00,14.63,-0.57,0.00,0.00,4.19,15.80 ,present ,12.59 ,50.10 ,
18/07/2021,23:10:00,14.52,-0.64,0.00,0.00,4.19,15.80 ,present ,12.55 ,50.10 ,
18/07/2021,23:20:00,14.45,-0.48,0.00,0.00,4.19,16.00 ,present ,12.58 ,49.50 ,
18/07/2021,23:30:00,14.42,-0.38,0.00,0.00,4.19,15.90 ,present ,12.59 ,50.10 ,
18/07/2021,23:40:00,14.40,-0.46,0.00,0.00,4.19,16.00 ,present ,12.59 ,50.10 ,
18/07/2021,23:50:00,14.36,-0.53,0.00,0.00,4.19,16.10 ,present ,12.58 ,49.50 ,
19/07/2021,00:00:00,14.31,-0.47,0.00,0.00,4.19,15.90 ,present ,12.59 ,49.80 ,
19/07/2021,00:10:00,14.29,-0.38,0.00,0.00,4.19,16.10 ,present ,12.58 ,49.50 ,
19/07/2021,00:20:00,14.31,-0.40,0.00,0.00,4.19,16.20 ,present ,12.58 ,49.50 ,
19/07/2021,00:30:00,14.34,-0.48,0.00,0.00,4.19,16.10 ,present ,12.59 ,50.10 ,
19/07/2021,00:40:00,14.33,-0.36,0.00,0.00,4.19,16.10 ,present ,12.58 ,49.50 ,
19/07/2021,00:50:00,14.26,-0.57,0.00,0.00,4.19,15.90 ,present ,12.58 ,49.50 ,
19/07/2021,01:00:00,14.19,-0.42,0.00,0.00,4.19,15.80 ,present ,12.59 ,50.10 ,
19/07/2021,01:10:00,14.11,-0.47,0.00,0.00,4.19,15.50 ,present ,12.58 ,49.50 ,
19/07/2021,01:20:00,14.05,-0.48,0.00,0.00,4.19,15.40 ,present ,12.58 ,49.50 ,
19/07/2021,01:30:00,13.94,-0.54,0.00,0.00,4.19,15.30 ,present ,12.58 ,49.50 ,
19/07/2021,01:40:01,13.87,-0.42,0.00,0.00,4.19,15.20 ,present ,12.58 ,49.50 ,
19/07/2021,01:50:00,13.82,-0.50,0.00,0.00,4.19,15.10 ,present ,12.58 ,49.50 ,
19/07/2021,02:00:00,13.81,-0.47,0.00,0.00,4.19,15.30 ,present ,12.59 ,49.80 ,
19/07/2021,02:10:00,13.78,-0.48,0.00,0.00,4.19,15.30 ,present ,12.58 ,49.50 ,
19/07/2021,02:20:00,13.72,-0.48,0.00,0.00,4.19,15.10 ,present ,12.59 ,50.10 ,
19/07/2021,02:30:01,13.66,-0.50,0.00,0.00,4.19,15.00 ,present ,12.59 ,50.10 ,
19/07/2021,02:40:01,13.62,-0.44,0.00,0.00,4.19,15.10 ,present ,12.59 ,50.10 ,
19/07/2021,02:50:01,13.57,-0.54,0.00,0.00,4.19,15.00 ,present ,12.59 ,50.10 ,
19/07/2021,03:00:01,13.53,-0.53,0.00,0.00,4.19,15.10 ,present ,12.58 ,49.50 ,
19/07/2021,03:10:01,13.45,-0.47,0.00,0.00,4.19,14.70 ,present ,12.58 ,49.50 ,
19/07/2021,03:20:01,13.40,-0.53,0.00,0.00,4.19,14.70 ,present ,12.58 ,49.50 ,
19/07/2021,03:30:01,13.35,-0.35,0.00,0.00,4.19,14.80 ,present ,12.59 ,50.10 ,
19/07/2021,03:40:01,13.30,-0.38,0.00,0.00,4.19,14.70 ,present ,12.58 ,49.50 ,
19/07/2021,03:50:01,13.26,-0.42,0.00,0.00,4.19,14.80 ,present ,12.55 ,50.10 ,
19/07/2021,04:00:01,13.22,-0.49,0.00,0.00,4.19,14.60 ,present ,12.55 ,50.10 ,
19/07/2021,04:10:01,13.20,-0.47,0.00,0.00,4.19,14.60 ,present ,12.55 ,50.10 ,
19/07/2021,04:20:01,13.16,-0.47,0.00,0.00,4.19,14.60 ,present ,12.58 ,49.50 ,
19/07/2021,04:30:01,13.12,-0.44,0.00,0.00,4.19,14.50 ,present ,12.59 ,49.80 ,
19/07/2021,04:40:01,13.08,-0.46,0.00,0.00,4.19,14.50 ,present ,12.59 ,50.10 ,
19/07/2021,04:50:01,13.08,-0.27,0.00,0.00,4.19,14.50 ,present ,12.58 ,49.50 ,
19/07/2021,05:00:01,13.07,-0.39,0.00,0.00,4.19,14.60 ,present ,12.59 ,50.10 ,
19/07/2021,05:10:01,13.09,-0.40,0.00,0.00,4.19,14.60 ,present ,12.58 ,49.50 ,
19/07/2021,05:20:01,13.09,-0.53,0.00,0.00,4.19,14.60 ,present ,12.58 ,49.50 ,
19/07/2021,05:30:01,13.07,-0.36,0.00,0.00,4.19,14.70 ,present ,12.58 ,49.50 ,
19/07/2021,05:40:00,13.07,-0.39,0.00,0.00,4.19,14.50 ,present ,12.58 ,49.50 ,
19/07/2021,05:50:00,13.05,-0.31,0.00,0.00,4.19,14.40 ,present ,12.59 ,50.10 ,
19/07/2021,06:00:00,13.04,-0.33,0.00,0.00,4.19,14.50 ,present ,12.58 ,49.50 ,
19/07/2021,06:10:00,12.98,-0.52,0.00,0.00,4.19,14.10 ,present ,12.58 ,49.50 ,
19/07/2021,06:20:00,12.96,-0.30,0.00,0.00,4.19,14.10 ,present ,12.55 ,49.50 ,
19/07/2021,06:30:00,12.95,-0.43,0.00,0.00,4.19,14.20 ,present ,12.59 ,49.80 ,
19/07/2021,06:40:00,12.93,-0.58,0.00,0.00,4.19,14.10 ,present ,12.59 ,49.80 ,
19/07/2021,06:50:00,12.94,-0.43,0.00,0.00,4.19,14.20 ,present ,12.58 ,49.50 ,
19/07/2021,07:00:00,12.94,-0.39,0.00,0.00,4.19,14.40 ,present ,12.59 ,49.80 ,
19/07/2021,07:10:01,12.98,-0.36,0.00,0.00,4.19,14.50 ,present ,12.58 ,49.50 ,
19/07/2021,07:20:01,13.06,-0.32,0.00,0.00,4.19,14.30 ,present ,12.58 ,49.50 ,
19/07/2021,07:30:01,13.15,-0.45,0.00,0.00,4.19,14.70 ,present ,12.59 ,49.80 ,
19/07/2021,07:40:01,13.23,-0.47,0.00,0.00,4.19,14.80 ,present ,12.59 ,50.10 ,
19/07/2021,07:50:01,13.32,-0.40,0.00,0.00,4.19,14.80 ,present ,12.59 ,50.10 ,
19/07/2021,08:00:01,13.40,-0.49,0.00,0.00,4.19,15.00 ,present ,12.59 ,49.80 ,
19/07/2021,08:10:01,13.49,-0.53,0.00,0.00,4.19,15.20 ,present ,12.55 ,49.50 ,
19/07/2021,08:20:01,13.73,-0.42,0.00,0.00,4.19,15.90 ,present ,12.59 ,50.10 ,
19/07/2021,08:30:01,14.01,-0.32,0.00,0.00,4.19,16.20 ,present ,12.58 ,49.50 ,
19/07/2021,08:40:01,14.20,-0.43,0.00,0.00,4.19,16.70 ,present ,12.58 ,49.50 ,
19/07/2021,08:50:01,14.40,-0.35,0.00,0.00,4.19,17.40 ,present ,12.59 ,50.40 ,
19/07/2021,09:00:01,14.60,-0.22,0.00,0.00,4.19,17.60 ,present ,12.59 ,50.40 ,
19/07/2021,09:10:01,14.83,-0.53,0.00,0.00,4.19,17.60 ,present ,12.59 ,50.40 ,
19/07/2021,09:20:01,14.95,-0.51,0.00,0.00,4.19,17.70 ,present ,12.59 ,50.40 ,
19/07/2021,09:30:01,15.08,-0.48,0.00,0.00,4.19,17.70 ,present ,12.59 ,49.80 ,
19/07/2021,09:40:01,15.26,-0.15,0.00,0.00,4.19,17.60 ,present ,12.59 ,49.80 ,
19/07/2021,09:50:01,15.46,-0.30,0.00,0.00,4.19,17.60 ,present ,12.57 ,48.00 ,
19/07/2021,10:00:02,15.67,-0.39,0.00,0.00,4.19,17.90 ,present ,12.58 ,49.20 ,
19/07/2021,10:10:01,16.00,-0.39,0.00,0.00,4.19,18.50 ,present ,12.59 ,50.40 ,
19/07/2021,10:20:00,16.39,-0.49,0.00,0.00,4.19,18.40 ,present ,12.59 ,50.40 ,
19/07/2021,10:30:00,16.91,-0.75,0.00,0.00,4.19,18.40 ,present ,12.59 ,50.10 ,
19/07/2021,10:40:00,17.43,-0.97,0.00,0.00,4.19,18.40 ,present ,12.59 ,50.40 ,
19/07/2021,10:50:00,17.84,-0.94,0.00,0.00,4.19,18.50 ,present ,12.59 ,50.40 ,
19/07/2021,11:00:00,18.02,-0.85,0.00,0.00,4.19,18.70 ,present ,12.59 ,49.80 ,
19/07/2021,11:10:00,18.18,-0.54,0.00,0.00,4.19,19.20 ,present ,12.59 ,50.10 ,
19/07/2021,11:20:00,18.28,-0.54,0.00,0.00,4.19,20.00 ,present ,12.59 ,50.40 ,
19/07/2021,11:30:00,18.67,-0.44,0.00,0.00,4.19,20.20 ,present ,12.59 ,50.10 ,
19/07/2021,11:40:00,18.55,-0.46,0.00,0.00,4.19,20.60 ,present ,12.59 ,50.70 ,
19/07/2021,11:50:00,18.93,-0.36,0.00,0.00,4.19,20.90 ,present ,12.59 ,50.70 ,
19/07/2021,12:00:00,18.94,-0.46,0.00,0.00,4.19,21.10 ,present ,12.59 ,50.70 ,
19/07/2021,12:10:00,19.09,-0.42,0.00,0.00,4.19,21.60 ,present ,12.59 ,50.70 ,
19/07/2021,12:20:00,18.95,-0.60,0.00,0.00,4.19,22.10 ,present ,12.59 ,50.70 ,
19/07/2021,12:30:00,19.19,-0.43,0.00,0.00,4.19,23.60 ,present ,12.59 ,50.40 ,
19/07/2021,12:40:00,19.44,-0.39,0.00,0.00,4.19,25.10 ,present ,12.60 ,51.00 ,
19/07/2021,12:50:00,19.69,-0.85,0.00,0.00,4.19,26.20 ,present ,12.60 ,51.30 ,
19/07/2021,13:00:01,20.01,-0.78,0.00,0.00,4.19,26.60 ,present ,12.59 ,50.70 ,
19/07/2021,13:10:01,20.27,-1.18,0.00,0.00,4.19,26.60 ,present ,12.60 ,51.30 ,
19/07/2021,13:20:01,20.59,-1.00,0.00,0.00,4.19,25.80 ,present ,12.60 ,51.00 ,
19/07/2021,13:30:01,20.79,-1.02,0.00,0.00,4.19,25.30 ,present ,12.59 ,50.40 ,
19/07/2021,13:40:01,20.94,-0.63,0.00,0.00,4.19,24.40 ,present ,12.60 ,51.00 ,
19/07/2021,13:50:01,21.14,-0.75,0.00,0.00,4.19,24.30 ,present ,12.59 ,50.40 ,
19/07/2021,14:00:01,21.25,-0.86,0.00,0.00,4.19,24.10 ,present ,12.59 ,50.70 ,
19/07/2021,14:10:01,21.36,-0.71,0.00,0.00,4.19,24.10 ,present ,12.59 ,50.40 ,
19/07/2021,14:20:01,21.41,-0.76,0.00,0.00,4.19,24.00 ,present ,12.60 ,51.00 ,
19/07/2021,14:30:01,21.54,-0.56,0.00,0.00,4.19,23.90 ,present ,12.60 ,51.00 ,
19/07/2021,14:40:01,21.68,-0.73,0.00,0.00,4.19,24.00 ,present ,12.59 ,50.40 ,
19/07/2021,14:50:01,21.90,-0.92,0.00,0.00,4.19,24.00 ,present ,12.59 ,50.40 ,
19/07/2021,15:00:01,22.17,-0.71,0.00,0.00,4.19,24.10 ,present ,12.59 ,50.40 ,
19/07/2021,15:10:01,22.30,-0.93,0.00,0.00,4.19,23.70 ,present ,12.59 ,50.40 ,
19/07/2021,15:20:00,22.48,-1.13,0.00,0.00,4.19,23.70 ,present ,12.59 ,50.70 ,
19/07/2021,15:30:00,22.69,-0.91,0.00,0.00,4.19,23.60 ,present ,12.59 ,50.40 ,
19/07/2021,15:40:00,22.92,-0.88,0.00,0.00,4.19,23.30 ,present ,12.59 ,50.70 ,
19/07/2021,15:50:00,22.99,-0.80,0.00,0.00,4.19,22.80 ,present ,12.59 ,50.40 ,
19/07/2021,16:00:00,23.03,-0.85,0.00,0.00,4.19,22.80 ,present ,12.59 ,50.70 ,
19/07/2021,16:10:00,22.96,-0.95,0.00,0.00,4.19,22.60 ,present ,12.59 ,50.40 ,
19/07/2021,16:20:00,22.94,-0.88,0.00,0.00,4.19,22.20 ,present ,12.59 ,50.70 ,
19/07/2021,16:30:00,22.88,-0.60,0.00,0.00,4.19,22.10 ,present ,12.59 ,50.40 ,
19/07/2021,16:40:00,22.67,-0.78,0.00,0.00,4.19,21.70 ,present ,12.59 ,49.80 ,
19/07/2021,16:50:00,22.44,-1.01,0.00,0.00,4.19,21.80 ,present ,12.58 ,49.50 ,
19/07/2021,17:00:00,22.32,-0.56,0.00,0.00,4.19,21.70 ,present ,12.59 ,50.10 ,
19/07/2021,17:10:00,22.18,-0.62,0.00,0.00,4.19,21.70 ,present ,12.59 ,50.10 ,
19/07/2021,17:20:00,22.02,-0.96,0.00,0.00,4.19,21.70 ,present ,12.59 ,50.70 ,
19/07/2021,17:30:00,21.86,-0.87,0.00,0.00,4.19,21.70 ,present ,12.59 ,50.40 ,
19/07/2021,17:40:00,21.69,-0.73,0.00,0.00,4.19,21.60 ,present ,12.59 ,50.10 ,
19/07/2021,17:50:00,21.35,-0.75,0.00,0.00,4.19,21.60 ,present ,12.59 ,50.70 ,
19/07/2021,18:00:00,21.14,-0.88,0.00,0.00,4.19,21.40 ,present ,12.59 ,50.40 ,
19/07/2021,18:10:00,21.03,-1.04,0.00,0.00,4.19,21.40 ,present ,12.59 ,50.10 ,
19/07/2021,18:20:00,20.93,-0.58,0.00,0.00,4.19,21.10 ,present ,12.59 ,50.70 ,
19/07/2021,18:30:00,20.82,-0.49,0.00,0.00,4.19,21.00 ,present ,12.59 ,50.40 ,
19/07/2021,18:40:00,20.72,-0.88,0.00,0.00,4.19,20.90 ,present ,12.59 ,50.10 ,
19/07/2021,18:50:00,20.54,-0.70,0.00,0.00,4.19,20.40 ,present ,12.59 ,50.40 ,
19/07/2021,19:00:00,20.30,-0.79,0.00,0.00,4.19,20.10 ,present ,12.59 ,50.40 ,
19/07/2021,19:10:00,20.05,-0.96,0.00,0.00,4.19,19.79 ,present ,12.59 ,49.80 ,
19/07/2021,19:20:00,19.80,-0.57,0.00,0.00,4.19,19.60 ,present ,12.59 ,50.40 ,
19/07/2021,19:30:00,19.63,-0.66,0.00,0.00,4.19,19.50 ,present ,12.59 ,50.40 ,
19/07/2021,19:40:00,19.46,-0.57,0.00,0.00,4.19,19.50 ,present ,12.59 ,49.80 ,
19/07/2021,19:50:00,19.23,-0.66,0.00,0.00,4.19,19.50 ,present ,12.59 ,50.40 ,
19/07/2021,20:00:00,19.07,-0.62,0.00,0.00,4.19,19.20 ,present ,12.59 ,50.10 ,
19/07/2021,20:10:00,18.88,-0.78,0.00,0.00,4.19,19.10 ,present ,12.59 ,49.80 ,
19/07/2021,20:20:00,18.71,-0.78,0.00,0.00,4.19,19.10 ,present ,12.59 ,50.10 ,
19/07/2021,20:30:00,18.49,-0.91,0.00,0.00,4.19,19.10 ,present ,12.59 ,49.80 ,
19/07/2021,20:40:00,18.26,-0.62,0.00,0.00,4.19,18.50 ,present ,12.59 ,50.40 ,
19/07/2021,20:50:00,18.05,-0.62,0.00,0.00,4.19,18.50 ,present ,12.59 ,49.80 ,
19/07/2021,21:00:00,17.81,-0.53,0.00,0.00,4.19,18.20 ,present ,12.59 ,50.10 ,
19/07/2021,21:10:01,17.58,-0.82,0.00,0.00,4.19,18.10 ,present ,12.59 ,49.80 ,
19/07/2021,21:20:00,17.38,-0.66,0.00,0.00,4.19,17.90 ,present ,12.59 ,49.80 ,
19/07/2021,21:30:01,17.19,-0.68,0.00,0.00,4.19,17.90 ,present ,12.59 ,49.80 ,
19/07/2021,21:40:01,17.00,-0.65,0.00,0.00,4.19,17.70 ,present ,12.59 ,50.10 ,
19/07/2021,21:50:00,16.81,-0.62,0.00,0.00,4.19,17.60 ,present ,12.59 ,49.80 ,
19/07/2021,22:00:00,16.63,-0.33,0.00,0.00,4.19,17.60 ,present ,12.59 ,50.10 ,
19/07/2021,22:10:01,16.47,-0.98,0.00,0.00,4.19,17.40 ,present ,12.59 ,49.80 ,
19/07/2021,22:20:01,16.31,-0.43,0.00,0.00,4.19,17.29 ,present ,12.59 ,49.80 ,
19/07/2021,22:30:00,16.16,-0.72,0.00,0.00,4.19,17.20 ,present ,12.59 ,49.80 ,
19/07/2021,22:40:00,16.00,-0.45,0.00,0.00,4.19,17.10 ,present ,12.59 ,49.80 ,
19/07/2021,22:50:01,15.88,-0.54,0.00,0.00,4.19,17.20 ,present ,12.59 ,49.80 ,
19/07/2021,23:00:00,15.76,-0.73,0.00,0.00,4.19,17.00 ,present ,12.59 ,49.80 ,
19/07/2021,23:10:00,15.64,-0.69,0.00,0.00,4.19,16.90 ,present ,12.55 ,49.50 ,
19/07/2021,23:20:00,15.50,-0.45,0.00,0.00,4.19,16.60 ,present ,12.59 ,49.80 ,
19/07/2021,23:30:01,15.38,-0.64,0.00,0.00,4.19,16.70 ,present ,12.59 ,50.10 ,
19/07/2021,23:40:01,15.24,-0.41,0.00,0.00,4.19,16.70 ,present ,12.59 ,50.10 ,
19/07/2021,23:50:00,15.19,-0.53,0.00,0.00,4.19,16.60 ,present ,12.59 ,49.80 ,
20/07/2021,00:00:00,15.09,-0.50,0.00,0.00,4.19,16.50 ,present ,12.58 ,49.50 ,
20/07/2021,00:10:00,15.08,-0.53,0.00,0.00,4.19,16.50 ,present ,12.59 ,49.80 ,
20/07/2021,00:20:00,14.93,-0.54,0.00,0.00,4.19,16.29 ,present ,12.58 ,49.50 ,
20/07/2021,00:30:00,14.88,-0.55,0.00,0.00,4.19,16.29 ,present ,12.58 ,49.50 ,
20/07/2021,00:40:00,14.74,-0.47,0.00,0.00,4.19,16.20 ,present ,12.55 ,49.80 ,
20/07/2021,00:50:00,14.74,-0.50,0.00,0.00,4.19,16.00 ,present ,12.58 ,49.50 ,
20/07/2021,01:00:01,14.59,-0.49,0.00,0.00,4.19,16.00 ,present ,12.58 ,49.50 ,
20/07/2021,01:10:01,14.55,-0.52,0.00,0.00,4.19,15.90 ,present ,12.59 ,49.80 ,
20/07/2021,01:20:01,14.46,-0.55,0.00,0.00,4.19,15.90 ,present ,12.59 ,49.80 ,
20/07/2021,01:30:01,14.42,-0.33,0.00,0.00,4.19,15.80 ,present ,12.58 ,49.50 ,
20/07/2021,01:40:01,14.42,-0.52,0.00,0.00,4.19,15.90 ,present ,12.58 ,49.50 ,
20/07/2021,01:50:01,14.36,-0.41,0.00,0.00,4.19,16.00 ,present ,12.58 ,49.50 ,
20/07/2021,02:00:01,14.34,-0.42,0.00,0.00,4.19,15.80 ,present ,12.58 ,49.50 ,
20/07/2021,02:10:01,14.32,-0.45,0.00,0.00,4.19,16.00 ,present ,12.58 ,49.50 ,
20/07/2021,02:20:00,14.23,-0.61,0.00,0.00,4.19,15.50 ,present ,12.59 ,50.10 ,
20/07/2021,02:30:01,14.21,-0.51,0.00,0.00,4.19,15.90 ,present ,12.59 ,50.10 ,
20/07/2021,02:40:00,14.17,-0.50,0.00,0.00,4.19,15.60 ,present ,12.59 ,49.80 ,
20/07/2021,02:50:01,14.15,-0.43,0.00,0.00,4.19,15.80 ,present ,12.59 ,49.80 ,
20/07/2021,03:00:01,14.16,-0.48,0.00,0.00,4.19,15.90 ,present ,12.58 ,49.50 ,
20/07/2021,03:10:01,14.07,-0.44,0.00,0.00,4.19,15.50 ,present ,12.59 ,49.80 ,
20/07/2021,03:20:00,14.04,-0.51,0.00,0.00,4.19,15.60 ,present ,12.59 ,50.10 ,
20/07/2021,03:30:01,13.96,-0.45,0.00,0.00,4.19,15.40 ,present ,12.58 ,49.50 ,
20/07/2021,03:40:01,13.91,-0.50,0.00,0.00,4.19,15.40 ,present ,12.59 ,49.80 ,
20/07/2021,03:50:01,13.83,-0.52,0.00,0.00,4.19,15.20 ,present ,12.59 ,50.10 ,
20/07/2021,04:00:01,13.82,-0.47,0.00,0.00,4.19,15.30 ,present ,12.58 ,49.50 ,
20/07/2021,04:10:00,13.84,-0.34,0.00,0.00,4.19,15.40 ,present ,12.59 ,50.10 ,
20/07/2021,04:20:01,13.84,-0.44,0.00,0.00,4.19,15.50 ,present ,12.59 ,50.10 ,
20/07/2021,04:30:01,13.85,-0.53,0.00,0.00,4.19,15.60 ,present ,12.59 ,50.10 ,
20/07/2021,04:40:01,13.85,-0.50,0.00,0.00,4.19,15.50 ,present ,12.58 ,49.50 ,
20/07/2021,04:50:01,13.83,-0.38,0.00,0.00,4.19,15.60 ,present ,12.59 ,49.80 ,
20/07/2021,05:00:01,13.85,-0.41,0.00,0.00,4.19,15.60 ,present ,12.58 ,49.50 ,
